stusps,state,hud_area_code,countyname,hud_area_name,fips,pop2023,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
TX,48,METRO11100N48359,Oldham County,"Oldham County, TX HUD Metro FMR Area",4835999999,2171,774,899,1101,1499,1734
TX,48,METRO13140M13140,Orange County,"Beaumont-Port Arthur, TX MSA",4836199999,84761,892,898,1103,1446,1732
TX,48,NCNTY48363N48363,Palo Pinto County,"Palo Pinto County, TX",4836399999,28569,820,825,1068,1397,1792
TX,48,NCNTY48365N48365,Panola County,"Panola County, TX",4836599999,22540,753,758,995,1235,1434
TX,48,METRO19100MM2800,Parker County,"Fort Worth-Arlington, TX HUD Metro FMR Area",4836799999,151188,1427,1473,1723,2273,2815
TX,48,NCNTY48369N48369,Parmer County,"Parmer County, TX",4836999999,9809,823,828,1087,1303,1698
TX,48,NCNTY48371N48371,Pecos County,"Pecos County, TX",4837199999,15114,756,888,973,1353,1432
TX,48,NCNTY48373N48373,Polk County,"Polk County, TX",4837399999,50536,849,855,1122,1345,1651
TX,48,METRO11100M11100,Potter County,"Amarillo, TX HUD Metro FMR Area",4837599999,117905,778,903,1106,1503,1742
TX,48,NCNTY48377N48377,Presidio County,"Presidio County, TX",4837799999,6168,789,811,1015,1321,1493
TX,48,NCNTY48379N48379,Rains County,"Rains County, TX",4837999999,12257,756,888,973,1353,1632
TX,48,METRO11100M11100,Randall County,"Amarillo, TX HUD Metro FMR Area",4838199999,141489,778,903,1106,1503,1742
TX,48,NCNTY48383N48383,Reagan County,"Reagan County, TX",4838399999,3308,789,811,1015,1321,1493
TX,48,NCNTY48385N48385,Real County,"Real County, TX",4838599999,2830,812,953,1045,1360,1538
TX,48,NCNTY48387N48387,Red River County,"Red River County, TX",4838799999,11627,671,778,973,1353,1632
TX,48,NCNTY48389N48389,Reeves County,"Reeves County, TX",4838999999,14022,842,988,1083,1299,1593
TX,48,NCNTY48391N48391,Refugio County,"Refugio County, TX",4839199999,6718,756,778,973,1353,1432
TX,48,NCNTY48393N48393,Roberts County,"Roberts County, TX",4839399999,764,789,811,1015,1321,1493
TX,48,METRO17780M17780,Robertson County,"College Station-Bryan, TX MSA",4839599999,16912,1025,1082,1186,1649,1928
TX,48,METRO19100M19100,Rockwall County,"Dallas, TX HUD Metro FMR Area",4839799999,110631,1582,1648,1931,2431,3091
TX,48,NCNTY48399N48399,Runnels County,"Runnels County, TX",4839999999,9858,809,815,1069,1282,1573
TX,48,METRO30980N48401,Rusk County,"Rusk County, TX HUD Metro FMR Area",4840199999,52755,890,895,1175,1451,1606
TX,48,NCNTY48403N48403,Sabine County,"Sabine County, TX",4840399999,9980,737,742,973,1167,1432
TX,48,NCNTY48405N48405,San Augustine County,"San Augustine County, TX",4840599999,7920,789,811,1015,1321,1493
TX,48,METRO26420N48407,San Jacinto County,"San Jacinto County, TX HUD Metro FMR Area",4840799999,27666,935,1048,1149,1536,1928
TX,48,METRO18580M18580,San Patricio County,"Corpus Christi, TX HUD Metro FMR Area",4840999999,68942,1031,1117,1366,1796,2054
TX,48,NCNTY48411N48411,San Saba County,"San Saba County, TX",4841199999,5779,781,786,1031,1288,1517
TX,48,NCNTY48413N48413,Schleicher County,"Schleicher County, TX",4841399999,2474,756,778,973,1266,1432
TX,48,NCNTY48415N48415,Scurry County,"Scurry County, TX",4841599999,16883,862,1012,1109,1528,1588
TX,48,NCNTY48417N48417,Shackelford County,"Shackelford County, TX",4841799999,3134,756,778,973,1266,1432
TX,48,NCNTY48419N48419,Shelby County,"Shelby County, TX",4841999999,24157,756,888,973,1353,1439
TX,48,NCNTY48421N48421,Sherman County,"Sherman County, TX",4842199999,2414,756,778,973,1266,1432
TX,48,METRO46340M46340,Smith County,"Tyler, TX MSA",4842399999,234667,984,1089,1338,1793,1981
TX,48,NCNTY48425N48425,Somervell County,"Somervell County, TX",4842599999,9337,789,811,1015,1321,1493
TX,48,NCNTY48427N48427,Starr County,"Starr County, TX",4842799999,65716,737,742,973,1353,1490
TX,48,NCNTY48429N48429,Stephens County,"Stephens County, TX",4842999999,9260,789,811,1015,1321,1493
TX,48,NCNTY48431N48431,Sterling County,"Sterling County, TX",4843199999,1392,789,899,1133,1519,1871
TX,48,NCNTY48433N48433,Stonewall County,"Stonewall County, TX",4843399999,1331,789,811,1015,1321,1493
TX,48,NCNTY48435N48435,Sutton County,"Sutton County, TX",4843599999,3345,737,742,973,1214,1432
TX,48,NCNTY48437N48437,Swisher County,"Swisher County, TX",4843799999,6989,756,783,973,1353,1432
TX,48,METRO19100MM2800,Tarrant County,"Fort Worth-Arlington, TX HUD Metro FMR Area",4843999999,2113854,1427,1473,1723,2273,2815
TX,48,METRO10180M10180,Taylor County,"Abilene, TX MSA",4844199999,143029,1010,1020,1276,1653,1987
TX,48,NCNTY48443N48443,Terrell County,"Terrell County, TX",4844399999,862,789,811,1015,1321,1493
TX,48,NCNTY48445N48445,Terry County,"Terry County, TX",4844599999,11816,756,778,973,1266,1432
TX,48,NCNTY48447N48447,Throckmorton County,"Throckmorton County, TX",4844799999,1439,767,788,986,1182,1451
TX,48,NCNTY48449N48449,Titus County,"Titus County, TX",4844999999,31301,774,779,973,1263,1288
TX,48,METRO41660M41660,Tom Green County,"San Angelo, TX MSA",4845199999,119276,923,1049,1339,1821,2043
TX,48,METRO12420M12420,Travis County,"Austin-Round Rock-San Marcos, TX MSA",4845399999,1289054,1474,1562,1852,2347,2760
TX,48,NCNTY48455N48455,Trinity County,"Trinity County, TX",4845599999,13735,785,818,1010,1211,1486
TX,48,NCNTY48457N48457,Tyler County,"Tyler County, TX",4845799999,19962,787,793,1040,1247,1604
TX,48,METRO30980M30980,Upshur County,"Longview, TX HUD Metro FMR Area",4845999999,41261,1007,1013,1199,1606,1694
TX,48,NCNTY48461N48461,Upton County,"Upton County, TX",4846199999,3284,789,811,1015,1321,1493
TX,48,NCNTY48463N48463,Uvalde County,"Uvalde County, TX",4846399999,24833,850,856,1123,1488,1751
TX,48,NCNTY48465N48465,Val Verde County,"Val Verde County, TX",4846599999,47693,857,863,1064,1450,1455
TX,48,NCNTY48467N48467,Van Zandt County,"Van Zandt County, TX",4846799999,60053,839,844,1108,1458,1467
TX,48,METRO47020M47020,Victoria County,"Victoria, TX MSA",4846999999,91209,1146,1153,1442,1729,1909
TX,48,NCNTY48471N48471,Walker County,"Walker County, TX",4847199999,77182,857,1097,1210,1602,1780
TX,48,METRO26420M26420,Waller County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",4847399999,57463,1280,1323,1573,2116,2639
TX,48,NCNTY48475N48475,Ward County,"Ward County, TX",4847599999,11347,945,963,1215,1576,1788
TX,48,NCNTY48477N48477,Washington County,"Washington County, TX",4847799999,35807,991,998,1309,1692,1733
TX,48,METRO29700M29700,Webb County,"Laredo, TX MSA",4847999999,267282,956,962,1161,1499,1551
TX,48,NCNTY48481N48481,Wharton County,"Wharton County, TX",4848199999,41614,758,838,1100,1500,1718
TX,48,NCNTY48483N48483,Wheeler County,"Wheeler County, TX",4848399999,4980,784,806,1008,1209,1483
TX,48,METRO48660M48660,Wichita County,"Wichita Falls, TX MSA",4848599999,129584,831,925,1136,1553,1759
TX,48,NCNTY48487N48487,Wilbarger County,"Wilbarger County, TX",4848799999,12795,752,757,993,1191,1512
TX,48,NCNTY48489N48489,Willacy County,"Willacy County, TX",4848999999,20308,737,742,973,1353,1432
TX,48,METRO12420M12420,Williamson County,"Austin-Round Rock-San Marcos, TX MSA",4849199999,617396,1474,1562,1852,2347,2760
TX,48,METRO41700M41700,Wilson County,"San Antonio-New Braunfels, TX HUD Metro FMR Area",4849399999,50381,1077,1177,1426,1830,2132
TX,48,NCNTY48495N48495,Winkler County,"Winkler County, TX",4849599999,7582,760,782,978,1173,1439
TX,48,METRO19100N48497,Wise County,"Wise County, TX HUD Metro FMR Area",4849799999,70062,912,918,1205,1676,2021
TX,48,NCNTY48499N48499,Wood County,"Wood County, TX",4849999999,45341,705,814,1022,1260,1398
TX,48,NCNTY48501N48501,Yoakum County,"Yoakum County, TX",4850199999,7630,922,1082,1186,1422,1745
TX,48,NCNTY48503N48503,Young County,"Young County, TX",4850399999,17903,756,761,998,1388,1468
TX,48,NCNTY48505N48505,Zapata County,"Zapata County, TX",4850599999,13896,747,751,973,1167,1432
TX,48,NCNTY48507N48507,Zavala County,"Zavala County, TX",4850799999,9700,756,778,973,1353,1432
UT,49,NCNTY49001N49001,Beaver County,"Beaver County, UT",4900199999,7102,867,988,1186,1466,1635
UT,49,NCNTY49003N49003,Box Elder County,"Box Elder County, UT",4900399999,58291,771,983,1118,1555,1875
UT,49,METRO30860M30860,Cache County,"Logan, UT-ID MSA",4900599999,134428,940,946,1241,1726,2082
UT,49,NCNTY49007N49007,Carbon County,"Carbon County, UT",4900799999,20338,761,857,1041,1323,1628
UT,49,NCNTY49009N49009,Daggett County,"Daggett County, UT",4900999999,638,843,960,1153,1569,1934
UT,49,METRO36260M36260,Davis County,"Ogden, UT MSA",4901199999,363032,1208,1281,1614,2163,2612
UT,49,NCNTY49013N49013,Duchesne County,"Duchesne County, UT",4901399999,19779,825,940,1129,1481,1571
UT,49,NCNTY49015N49015,Emery County,"Emery County, UT",4901599999,9898,711,888,973,1310,1632
UT,49,NCNTY49017N49017,Garfield County,"Garfield County, UT",4901799999,5121,719,898,984,1211,1651
UT,49,NCNTY49019N49019,Grand County,"Grand County, UT",4901999999,9680,1143,1303,1564,2128,2624
UT,49,NCNTY49021N49021,Iron County,"Iron County, UT",4902199999,58068,819,888,1120,1558,1879
UT,49,METRO39340M39340,Juab County,"Provo-Orem-Lehi, UT MSA",4902399999,11943,1257,1265,1460,2031,2449
UT,49,NCNTY49025N49025,Kane County,"Kane County, UT",4902599999,7814,1213,1265,1660,1990,2785
UT,49,NCNTY49027N49027,Millard County,"Millard County, UT",4902799999,13027,821,857,1124,1550,1555
UT,49,METRO36260M36260,Morgan County,"Ogden, UT MSA",4902999999,12367,1208,1281,1614,2163,2612
UT,49,NCNTY49031N49031,Piute County,"Piute County, UT",4903199999,1764,843,960,1153,1569,1934
UT,49,NCNTY49033N49033,Rich County,"Rich County, UT",4903399999,2543,711,810,973,1299,1632
UT,49,METRO41620M41620,Salt Lake County,"Salt Lake City, UT HUD Metro FMR Area",4903599999,1180643,1259,1456,1747,2333,2666
UT,49,NCNTY49037N49037,San Juan County,"San Juan County, UT",4903799999,14524,836,872,1144,1372,1626
UT,49,NCNTY49039N49039,Sanpete County,"Sanpete County, UT",4903999999,28816,863,900,1181,1441,1564
UT,49,NCNTY49041N49041,Sevier County,"Sevier County, UT",4904199999,21667,748,945,1085,1440,1547
UT,49,NCNTY49043N49043,Summit County,"Summit County, UT",4904399999,42524,1771,1887,2185,2958,3492
UT,49,METRO41620N49045,Tooele County,"Tooele County, UT HUD Metro FMR Area",4904599999,74032,902,946,1241,1667,2082
UT,49,NCNTY49047N49047,Uintah County,"Uintah County, UT",4904799999,35951,754,846,1032,1406,1731
UT,49,METRO39340M39340,Utah County,"Provo-Orem-Lehi, UT MSA",4904999999,666021,1257,1265,1460,2031,2449
UT,49,NCNTY49051N49051,Wasatch County,"Wasatch County, UT",4905199999,35009,1277,1594,1747,2430,2931
UT,49,METRO41100M41100,Washington County,"St. George, UT MSA",4905399999,183297,1210,1218,1575,2072,2624
UT,49,NCNTY49055N49055,Wayne County,"Wayne County, UT",4905599999,2532,711,810,973,1228,1632
UT,49,METRO36260M36260,Weber County,"Ogden, UT MSA",4905799999,262960,1208,1281,1614,2163,2612
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000100325,1148,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000108575,1202,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000109025,3759,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000116000,1146,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000126300,2653,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000128600,157,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000129575,376,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000131525,485,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000139325,1049,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000140075,1306,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000144350,9157,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000145550,2082,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000148700,1815,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000153725,1198,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000153950,724,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000159650,508,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000162575,1262,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000165050,1280,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000170075,1883,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000174650,2571,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000176075,421,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000183275,796,1117,1124,1438,1761,2117
VT,50,NCNTY50001N50001,Addison County,"Addison County, VT",5000183800,519,1117,1124,1438,1761,2117
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000301450,2773,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000304825,15313,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000317725,1969,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000327962,0,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000339025,238,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000342850,4483,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000355000,434,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000357025,3265,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000358600,776,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000361000,578,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000362875,460,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000363175,151,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000363550,3599,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000369775,918,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000371425,1312,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000385075,768,1020,1142,1297,1804,2159
VT,50,NCNTY50003N50003,Bennington County,"Bennington County, VT",5000385675,275,1020,1142,1297,1804,2159
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000502875,1671,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000510450,1258,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000517125,2259,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000530550,1014,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000531825,2950,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000537900,808,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000541725,5553,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000547725,703,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000554400,938,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000561525,1054,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000562200,7381,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000564075,634,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000569925,181,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000571575,869,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000575700,986,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000577125,1463,986,992,1159,1610,1732
VT,50,NCNTY50005N50005,Caledonia County,"Caledonia County, VT",5000583500,703,986,992,1159,1610,1732
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000706550,1023,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000710300,11,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000710675,44649,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000713300,3905,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000714875,17570,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000724175,11486,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000724400,10720,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000733475,4687,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000734600,1827,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000736700,5097,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000745250,10723,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000759275,4148,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000762050,886,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000764300,7807,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000766175,20488,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000773975,3144,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000780350,2364,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000784475,10098,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Chittenden County,"Burlington-South Burlington, VT MSA",5000785150,8198,1497,1651,2140,2745,2833
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000902125,5,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000902162,0,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000906325,244,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000908725,1030,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000910075,122,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000911800,746,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000915250,1179,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000921250,262,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000925975,92,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000929125,40,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000930775,359,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000939700,86,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000939775,0,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000941425,1403,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000942475,247,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000952750,112,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000975175,45,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000976337,0,780,919,1007,1400,1640
VT,50,NCNTY50009N50009,Essex County,"Essex County, VT",5000976562,0,780,919,1007,1400,1640
VT,50,METRO15540M15540,Franklin County,"Burlington-South Burlington, VT MSA",5001102500,1155,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Franklin County,"Burlington-South Burlington, VT MSA",5001105425,1644,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Franklin County,"Burlington-South Burlington, VT MSA",5001124050,2808,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Franklin County,"Burlington-South Burlington, VT MSA",5001124925,5138,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Franklin County,"Burlington-South Burlington, VT MSA",5001125225,1872,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Franklin County,"Burlington-South Burlington, VT MSA",5001126500,1248,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Franklin County,"Burlington-South Burlington, VT MSA",5001127100,1596,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Franklin County,"Burlington-South Burlington, VT MSA",5001127700,4876,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Franklin County,"Burlington-South Burlington, VT MSA",5001133025,3510,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Franklin County,"Burlington-South Burlington, VT MSA",5001145850,1016,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Franklin County,"Burlington-South Burlington, VT MSA",5001159125,2483,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Franklin County,"Burlington-South Burlington, VT MSA",5001161675,6910,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Franklin County,"Burlington-South Burlington, VT MSA",5001161750,7036,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Franklin County,"Burlington-South Burlington, VT MSA",5001164600,2295,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Franklin County,"Burlington-South Burlington, VT MSA",5001171725,6792,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Grand Isle County,"Burlington-South Burlington, VT MSA",5001300860,1802,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Grand Isle County,"Burlington-South Burlington, VT MSA",5001329275,2108,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Grand Isle County,"Burlington-South Burlington, VT MSA",5001335875,604,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Grand Isle County,"Burlington-South Burlington, VT MSA",5001350650,1264,1497,1651,2140,2745,2833
VT,50,METRO15540M15540,Grand Isle County,"Burlington-South Burlington, VT MSA",5001367000,1615,1497,1651,2140,2745,2833
VT,50,NCNTY50015N50015,Lamoille County,"Lamoille County, VT",5001504375,439,986,1066,1345,1861,1868
VT,50,NCNTY50015N50015,Lamoille County,"Lamoille County, VT",5001511500,3783,986,1066,1345,1861,1868
VT,50,NCNTY50015N50015,Lamoille County,"Lamoille County, VT",5001523500,1291,986,1066,1345,1861,1868
VT,50,NCNTY50015N50015,Lamoille County,"Lamoille County, VT",5001523725,1009,986,1066,1345,1861,1868
VT,50,NCNTY50015N50015,Lamoille County,"Lamoille County, VT",5001535050,3016,986,1066,1345,1861,1868
VT,50,NCNTY50015N50015,Lamoille County,"Lamoille County, VT",5001537075,3467,986,1066,1345,1861,1868
VT,50,NCNTY50015N50015,Lamoille County,"Lamoille County, VT",5001546675,5594,986,1066,1345,1861,1868
VT,50,NCNTY50015N50015,Lamoille County,"Lamoille County, VT",5001570525,5252,986,1066,1345,1861,1868
VT,50,NCNTY50015N50015,Lamoille County,"Lamoille County, VT",5001577425,654,986,1066,1345,1861,1868
VT,50,NCNTY50015N50015,Lamoille County,"Lamoille County, VT",5001585375,1531,986,1066,1345,1861,1868
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001707375,2802,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001707600,1059,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001709325,1407,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001713525,1183,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001715700,1706,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001725675,1042,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001748175,2081,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001753425,993,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001758075,4819,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001770675,1341,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001772400,2802,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001773075,1034,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001773675,1176,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001774950,792,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001776750,1059,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001779975,751,1040,1167,1362,1757,1878
VT,50,NCNTY50017N50017,Orange County,"Orange County, VT",5001784175,3547,1040,1167,1362,1757,1878
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001900475,987,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001903550,2832,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001909850,1157,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001913150,874,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001916150,936,940,993,1184,1528,1986
